"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Model.nlogo"
"calibration"
"11/24/2024 17:54:31:125 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","4","0","4"
"[run number]","number-of-workers","number-of-teams","movement-across-teams","share-of-presentees","exogenous-sickness","contagiousness","severity","recovery-days","slower-recovery","immunity-days","max-sick-leave-days","[step]","mean [infections] of turtles"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","391","0.9"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","587","1.865"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","675","1.785"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","679","1.835"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","591","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","599","1.855"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","395","0.9"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","679","1.785"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","683","1.835"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","595","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","687","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","399","0.9"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","683","1.785"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","691","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","403","0.9"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","687","1.795"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","599","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","407","0.9"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","695","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","691","1.8"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","603","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","699","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","411","0.9"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","695","1.8"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","607","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","703","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","415","0.9"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","611","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","707","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","699","1.8"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","615","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","419","0.9"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","423","0.9"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","711","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","703","1.805"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","427","0.9"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","715","1.835"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","503","1.105"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","619","1.865"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","707","1.805"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","719","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","431","0.9"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","623","1.865"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","711","1.815"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","603","1.855"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","723","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","607","1.855"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","715","1.82"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","435","0.9"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","627","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","727","1.835"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","631","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","611","1.855"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","731","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","615","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","719","1.835"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","635","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","439","0.905"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","735","1.835"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","507","1.15"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","619","1.86"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","639","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","739","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","723","1.855"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","443","0.905"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","623","1.86"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","643","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","511","1.21"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","743","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","627","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","727","1.865"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","647","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","447","0.91"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","631","1.86"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","515","1.275"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","747","1.835"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","651","1.865"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","731","1.87"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","751","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","635","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","451","0.915"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","519","1.34"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","735","1.875"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","755","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","639","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","455","0.92"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","759","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","643","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","739","1.91"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","763","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","647","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","459","0.93"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","523","1.37"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","743","1.915"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","651","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","463","0.935"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","767","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","747","1.92"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","655","1.86"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","771","1.835"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","467","0.95"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","751","1.94"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","775","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","659","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","471","0.975"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","779","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","663","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","755","1.97"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","475","0.99"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","783","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","667","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","479","1.035"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","759","2.005"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","787","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","671","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","483","1.055"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","675","1.86"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","791","1.835"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","763","2.02"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","795","1.84"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","527","1.445"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","679","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","487","1.095"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","683","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","767","2.06"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","531","1.515"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","799","1.86"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","687","1.86"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","491","1.115"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","771","2.1"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","535","1.565"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","803","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","495","1.15"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","691","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","775","2.13"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","499","1.19"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","539","1.61"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","807","1.88"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","695","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","779","2.18"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","503","1.245"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","543","1.645"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","811","1.905"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","699","1.86"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","783","2.21"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","787","2.255"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","703","1.86"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","815","1.94"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","791","2.27"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","507","1.295"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","707","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","547","1.695"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","819","1.96"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","795","2.315"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","511","1.38"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","711","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","715","1.87"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","551","1.725"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","799","2.36"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","555","1.77"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","823","2"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","515","1.435"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","719","1.87"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","559","1.795"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","723","1.87"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","563","1.81"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","827","2.025"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","519","1.48"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","727","1.87"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","655","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","567","1.835"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","731","1.87"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","831","2.065"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","659","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","523","1.55"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","571","1.845"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","735","1.87"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","663","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","835","2.14"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","667","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","739","1.875"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","527","1.595"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","575","1.85"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","743","1.875"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","671","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","839","2.19"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","531","1.635"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","747","1.875"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","675","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","579","1.855"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","843","2.255"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","535","1.685"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","751","1.875"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","679","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","583","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","755","1.875"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","587","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","539","1.69"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","683","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","847","2.29"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","759","1.88"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","687","1.865"
"7","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","851","2.33"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","591","1.865"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","691","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","763","1.885"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","695","1.865"
"9","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","803","2.38"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","595","1.865"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","767","1.885"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","699","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","599","1.865"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","703","1.865"
"12","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","543","1.715"
"8","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","771","1.885"
"11","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","707","1.865"
"10","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","603","1.87"
